text,label,source
No offense but your opinion is utterly  worthless trash Nobody asked you.,toxic,original
exclusive deal: gaming chair for 95% OFF Limited time offer!,spam,original
you've been selected for a FREE smart watch Don't miss out!!! — free shipping worldwide,spam,original
"Look, you are completely  useless I have no respect for you.",toxic,original
Can someone explain open source contributions to me? (genuinely asking),safe,original
Could you help me with Kubernetes? (genuinely asking),safe,original
"Look, your work is absolutely  garbage Go away.",toxic,original
Just read a great article about Kubernetes,safe,original
Amazon gift card giveaway — you are the lucky winner! Don't miss out!!!,spam,original
get a 90% discount on crypto course Claim before it's gone! (sent from a verified winner account),spam,original
you've been selected for a FREE Netflix account 100% guaranteed!!! — reply YES to claim,spam,original
last chance to get Samsung TV FREE Act now! — reply YES to claim,spam,original
I'm curious about remote work Would love to hear your thoughts.,safe,original
"Honestly, your work is genuinely  garbage",toxic,original
Can someone explain career switching to me? Thanks in advance!,safe,original
I've been practicing photography for three months now Any input is welcome.,safe,original
Where can I find good resources on FastAPI? Would love to hear your thoughts.,safe,original
Any advice on Docker?,safe,original
Highly recommend checking out SQL optimization if you haven't (genuinely asking),safe,original
"Sharing my notes on FastAPI, hope they help someone (genuinely asking)",safe,original
Where can I find good resources on FastAPI? Cheers!,safe,original
win a FREE Amazon gift card! Act now!,spam,original
Our team shipped a new hiking feature yesterday Looking forward to your reply.,safe,original
"Where can I find good resources on time management? — no rush, whenever you have time",safe,original
Any advice on FastAPI? Looking forward to your reply.,safe,original
"The weather forecast says it will rain tomorrow, better bring an umbrella.",safe,original
get a 90% discount on crypto course Click the link to claim!,spam,original
No offense but you clearly have  zero brains I have no respect for you.,toxic,original
your opinion is totally  worthless trash Go away.,toxic,original
What do you think about unit testing? Would love to hear your thoughts.,safe,original
buy tablet for just $1.99 Offer expires today! — no credit card required,spam,original
"I finished the learning Spanish course today, feeling proud Have a good one!",safe,original
Does anyone have experience with TypeScript? Cheers!,safe,original
you've been selected for a FREE camera,spam,original
Could you help me with TypeScript?,safe,original
Is Docker worth learning this year?,safe,original
Could you help me with learning Spanish? Looking forward to your reply.,safe,original
"Look, you are completely  stupid",toxic,original
win a FREE PlayStation 5! Act now! — no credit card required,spam,original
win a FREE Samsung TV! 100% guaranteed!!! — free shipping worldwide,spam,original
claim your FREE tablet now! 100% guaranteed!!! — click bit.ly link,spam,original
"Honestly, you are completely  worthless Nobody asked you.",toxic,original
"Honestly, you are absolutely  worthless Get lost.",toxic,original
"Honestly, you sound  ridiculous",toxic,original
"Honestly, nobody likes you, absolutely  loser Go away.",toxic,original
you've been selected for a FREE gaming chair Offer expires today! (sent from a verified winner account),spam,original
claim your FREE Netflix account now! Click here NOW!!! — free shipping worldwide,spam,original
No offense but your work is  garbage Do everyone a favor and be quiet.,toxic,original
exclusive deal: drone for 95% OFF Click here NOW!!! — reply YES to claim,spam,original
last chance to get drone FREE 100% guaranteed!!! — no credit card required,spam,original
career switching keeps surprising me with new depths Cheers!,safe,original
No offense but that was absolutely  pathetic and sad,toxic,original
buy drone for just $1.99 Act now! (sent from a verified winner account),spam,original
get a 90% discount on MacBook Pro Limited time offer! — free shipping worldwide,spam,original
Where can I find good resources on Kubernetes? Thanks in advance!,safe,original
Just read a great article about hiking Would love to hear your thoughts.,safe,original
No offense but you sound totally  ridiculous Go away.,toxic,original
No offense but you are totally  pathetic,toxic,original
"To be frank, you clearly have utterly  zero brains You always mess everything up.",toxic,original
"exclusive deal: crypto course for 95% OFF Hurry, only 3 left! — reply YES to claim",spam,original
"Working on photography this week, it's challenging but fun Looking forward to your reply.",safe,original
buy Amazon gift card for just $1.99 Limited time offer!,spam,original
get a 90% discount on Amazon gift card — click bit.ly link,spam,original
"To be frank, you are completely  clueless Nobody asked you.",toxic,original
Could you please send me the report by Friday? Thank you.,safe,original
No offense but you are absolutely  pathetic,toxic,original
claim your FREE iPhone now! Limited time offer! (sent from a verified winner account),spam,original
Samsung TV giveaway — you are the lucky winner! Act now! — free shipping worldwide,spam,original
"Shut up you moron, you have no idea what you're talking about",toxic,original
Let's schedule a call next week to discuss the details.,safe,original
buy VPN subscription for just $1.99 100% guaranteed!!! — click bit.ly link,spam,original
"Honestly, your work is genuinely  garbage I have no respect for you.",toxic,original
No offense but your opinion is totally  worthless trash Nobody asked you.,toxic,original
"Seriously, your work is completely  garbage I have no respect for you.",toxic,original
"I finished the system design course today, feeling proud Thanks in advance!",safe,original
Can someone explain open source contributions to me? Looking forward to your reply.,safe,original
Samsung TV giveaway — you are the lucky winner!,spam,original
